alim_code;alim_nom_fr;Energie (kcal/100 g);Protéines (g/100 g);Glucides (g/100 g);Lipides (g/100 g)
23220;Pain d'épices fourré ou nonette;-;4;76;2,5
23300;Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop);-;10,4;49,2;24,5
23301;Corne de gazelle (pâtisserie orientale aux amandes et sirop);-;8,55;60,2;22,1
23455;Chou à la crème (chantilly ou pâtissière);-;4,5;25,2;22,9
23456;Chou à la crème chantilly, Saint-honoré;-;4,63;22,9;26,4
23457;Chou à la crème pâtissière;-;4,31;34,9;7,3
23477;Éclair;-;5,78;31,6;11,8
23479;Tarte aux fruits et crème pâtissière;-;2,94;30;7,7
23481;Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados);313;4,44;38,7;15
23485;Tarte au citron;-;5;42,7;20,9
23490;Tarte ou tartelette aux pommes;-;2,52;32,7;8,79
23491;Tarte aux fraises;-;3,19;31;19,8
23493;Crumble aux pommes;-;2,19;33,8;9,5
23494;Tarte aux abricots;-;3,18;41;10,7
23495;Tarte aux fruits rouges;-;3,5;38,5;6,87
23496;Tarte Tatin aux pommes;-;2,31;37,1;9,3
23497;Tarte au chocolat, fabrication artisanale;-;5,94;40,9;30,7
23499;Tarte ou tartelette aux fruits;-;3,72;46,9;10,6
23525;Flan pâtissier aux oeufs ou à la parisienne;-;3,76;29,2;11,3
23531;Charlotte aux fruits;-;5,16;28,2;6,64
23585;Gâteau au chocolat;-;5,74;54,6;21,6
23586;Gâteau moelleux au chocolat, préemballé;-;6,19;48,2;24
23588;Gâteau au yaourt;-;5,87;51,8;21,4
23589;Gâteau au fromage blanc;-;6,17;27;11,6
23594;Gâteau moelleux nature type génoise;-;5,7;57,6;14,4
23680;Galette des rois feuilletée;-;5;29,8;23,3
23684;Galette des rois feuilletée, fourrée frangipane, et Pithiviers;-;7,6;33,4;30
23799;Crêpe, nature, préemballée, rayon frais;-;6,49;40;7,21
23800;Crêpe, nature, préemballée, rayon température ambiante;-;8,5;58,1;14,1
23801;Galette de sarrasin, nature, préemballée;-;5,95;30,1;1,51
23802;Gâteau basque, crème pâtissière;-;4,03;57,4;13,3
23803;Gâteau basque, cerises;-;4,3;63,3;13,5
23815;Crêpe fourrée au sucre, préemballée;-;6,62;58,7;15,8
23820;Crêpe fourrée à la confiture, maison;-;6,51;54;5,74
23821;Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, maison;-;8,1;54,3;14,6
23829;Crêpe fourrée chocolat, préemballée;-;6,43;58,7;20,4
23830;Crêpe fourrée fraise, préemballée;-;5,35;66,7;6,6
23849;Gaufre fine fourrée au miel, préemballée;455;4,56;67;18,3
23850;Gaufre bruxelloise ou liégeoise, préparation artisanale;-;8;36,1;13,4
23851;Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée;-;7,1;52,5;25,2
23852;Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée;-;6,1;55,9;23,9
23853;Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée;-;5,18;66,4;17,9
23854;Gaufre croustillante (fine ou sèche), chocolatée, préemballée;-;6,9;70;16
23880;Beignet rond moelleux, sans fourrage, saupoudré de sucre;404;7,25;39,4;23,7
23881;Beignet à la confiture;378;6,36;45,6;18,7
23884;Beignet fourré aux fruits, préemballé;362;5,65;47,6;16
23885;Beignet fourré goût chocolat, préemballé;420;7,31;45,9;22,5
23900;Pâtisserie (aliment moyen);;5,04;44;17,2
23909;Cake aux fruits, préemballé;360;4,19;55,2;12,6
23925;Gâteau marbré, prémballé;-;5,76;50,5;23
23930;Gâteau sablé aux fruits, préemballé;-;5,13;63,9;16,3
23937;Gâteau moelleux aux fruits, prémballé;-;4,61;61,6;14,8
23938;Gâteau moelleux aux fruits à coque, prémballé;-;6,2;48,8;25,5
23939;Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait, prémballé;-;5,31;60,7;21,7
23940;Génoise fourrée et nappée au chocolat, prémballé;-;5,46;53,3;20,8
23941;Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, prémballé;-;4,41;64,2;6,5
23950;Muffin, aux myrtilles ou au chocolat;-;5,59;48,9;23,4
24630;Madeleine, pur beurre, préemballée;-;5,6;52,6;25,5
24631;Madeleine au chocolat, préemballée;-;6,06;51,5;24,9
24632;Madeleine ordinaire, préemballée;-;5,2;53,5;25,2
24663;Tarte aux poires amandine;-;4,9;37,7;14,9
24664;Gâteau aux amandes type financier;-;9,1;44,3;27,4
24665;Gâteau aux amandes, préemballé;-;5,78;60,1;17,3
24666;Mille-feuille;-;3,88;43,7;11,3
39500;Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);;2,7;32,2;12
31035;Barre glacée chocolatée;359;5,12;35,8;21,4
39503;Glace ou crème glacée, bâtonnet, enrobé de chocolat;328;3,42;33,4;19,8
39509;Glace ou crème glacée, cône (taille standard);-;3,51;37,8;13,5
39515;Glace ou crème glacée, en bac;-;2,55;26,1;8,4
39517;Glace au yaourt;-;3,45;22,7;2,2
39520;Glace ou crème glacée, gourmande, en bac;-;3,05;29;10,7
39521;Glace ou crème glacée, gourmande, en pot;-;4,21;24,2;17,9
39522;Glace ou crème glacée, mini cône;-;4,2;38,5;20,2
39523;Glace ou crème glacée, pot individuel;-;3,21;26,7;12,7
39527;Glace ou crème glacée, bac ou pot (aliment moyen);;2,87;24,9;6,21
39531;Glace ou crème glacée, petit pot enfant;-;1,87;25,2;5,94
31013;Sorbet, bâtonnet;-;0,28;25,7;0,32
39524;Sorbet, en bac;-;0,47;29,6;0,78
39525;Sorbet, pot individuel;-;traces;27;2,5
39526;Glace à l'eau;-;0,067;20,8;0,2
39528;Sorbet, cône;-;2,08;39,3;6,74
23472;Profiterole avec glace vanille et sauce chocolat;286;5,38;31,4;14,9
39401;Pêche melba;119;2,06;18,8;3,62
39502;Dessert glacé type mystère ou vacherin;275;3,18;40,5;10,7
39512;Dessert glacé, type sundae;230;2,57;32,6;9,7
39516;Dessert glacé feuilleté, à partager;262;2,71;26,2;16,1
39518;Omelette norvégienne;212;3,6;34,8;6,5
39519;Poire belle Hélène;196;2,74;23,5;9,57
39529;Nougat glacé;263;4,93;25,3;15,2
39530;Citron givré ou Orange givrée (sorbet);133;0,14;29,1;1,77
39532;Coupe glacée type café ou chocolat liégeois;220;3,04;28,6;10
39533;Bûche glacée;226;2,47;30;10,4
39534;Coupe glacée parfum pêche Melba ou poire Belle-Hélène;163;0,91;32,2;3,36
16400;Beurre à 82% MG, doux;753;0,7;0,9;82,9
16401;Huile de beurre ou Beurre concentré;-;0,28;0;99,9
16402;Beurre à 80% MG, demi-sel;738;0,72;0,55;81,4
16403;Beurre à 80% MG, salé;732;0,5;0,68;80,8
16404;Beurre à 82% MG, doux, tendre;755;0,7;0,5;83,4
16410;Beurre à 60-62% MG, à teneur réduite en matière grasse, doux;550;0,56;0,7;60,6
16411;Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel;555;0,9;0,5;61
16412;Beurre ou assimilé allégé (léger ou à teneur reduite en matière grasse), doux (aliment moyen);368;0,33;3,73;38,9
16413;Beurre à teneur en matière grasse inconnue (allégé ou non), demi-sel (aliment moyen);727;0,73;0,55;80,2
16414;Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen);741;0,69;0,99;81,5
16415;Beurre à 39-41% MG, léger, doux;391;< 0,5;3,6;41,7
16712;"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux";247;0,4;3,8;25,6
16713;"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux";201;< 0,5;6,2;19,1
16030;Huile ou beurre de cacao;900;0;0;100
16040;Huile ou graisse de coco (coprah), sans précision;900;0;0;100
16060;Huile ou graisse de coco (coprah), raffinée;900;0;0;100
16080;Matière grasse ou graisse végétale solide (type margarine) pour friture;899;< 0,5;0;99,8
16110;Huile ou beurre de karité;900;0;0;100
16128;Huile pour friture, sans précision;900;0;0;100
16129;Huile de palme, sans précision;900;0;0;100
16150;Huile de palme raffinée;900;0;0;100
16200;Huile ou graisse de palmiste, sans précision;900;0;0;100
17001;Huile végétale (aliment moyen);900;0,21;0;99,9
17020;Huile d'amandes d'abricot;900;0;0;100
17030;Huile d'amande;900;0;0;100
17040;Huile d'arachide;900;< 0,5;0;99,9
17100;Huile d'avocat;900;0;0;100
17110;Huile de germe de blé;900;0;0;100
17126;Huile de carthame;900;0;0;100
17130;Huile de colza;900;0;0;100
17170;Huile de coton;900;0;0;100
17180;Huile de lin;900;0;0;100
17190;Huile de maïs;900;0;0;100
17210;Huile de noisette;900;0;0;100
17220;Huile de noix;900;0;0;100
17270;Huile d'olive vierge extra;900;< 0,5;0;99,9
17325;Huile de pavot;900;0;0;100
17350;Huile de pépins de raisin;900;0;0;100
17390;Huile de son de riz;900;0;0;100
17400;Huile de sésame;900;0;0;100
17420;Huile de soja;900;0;0;100
17440;Huile de tournesol;901;< 0,5;0;100
17700;Huile combinée (mélange d'huiles);896;0;0;99,5
17701;Huile combinée, mélange d'huile d'olive et de graines;900;0;0;100
17900;Huile d'argan ou d'argane;889;0;0;98,7
16614;Matière grasse végétale (type margarine) à 80% MG, salée;722;< 0,5;< 0,5;80
16615;Matière grasse végétale ou margarine, 80% MG, doux;726;0,39;0,3;80,4
16616;Matière grasse végétale (type margarine) à 70% MG, doux;631;0,13;0,24;70
16654;Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux;548;< 0,5;< 0,55;60,6
16719;Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen);608;0,16;0,24;67,4
16725;Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen);532;0,28;0,24;58,9
16733;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux;366;1,44;3;38,6
16734;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel;358;0,9;3,05;38
16736;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3;349;0;0;38,8
16737;Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3;521;0,15;0,18;57,8
16738;Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel;523;0,2;< 0,2;58
16739;Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal;548;< 0,5;0;60,8
16740;Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3;491;0,083;0,12;54,5
16741;Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux;536;< 0,5;0,18;59,3
16742;Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal;325;0,1;2,5;35
16743;Matière grasse mélangée (végétale et laitière) à 50-63% MG;490;0,4;0,6;54
16744;Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel;481;0,4;0,6;53
16745;Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG;397;1,69;5,6;40,9
16746;Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel;370;1,5;5,6;38
17630;Huile de foie de morue;900;0;0;100
17640;Huile de sardine;900;0;0;100
17645;Huile de saumon;900;0;0;100
17650;Huile de hareng;900;0;0;100
16520;Saindoux;896;0;0;99,5
16530;Lard gras, cru;810;2,92;0;88,7
16540;Graisse de poulet;898;0;0;99,8
16550;Graisse de canard;898;0;0;99,8
16560;Graisse d'oie;898;0;0;99,8
16570;Graisse de dinde;898;0;0;99,8
17999;Huile de paraffine;0;0;0;0
11184;Sauce (aliment moyen);;1,3;6,04;25,7
11008;Ketchup, préemballé;99;1,27;21,4;0,19
11051;Sauce tartare, préemballée;-;0,99;4,6;55
11054;Mayonnaise (70% MG min.), préemballée;-;1,36;2,62;75,2
11073;Ketchup allégé en sucres, préemballé;-;1,21;14,6;0,11
11079;Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée, préemballée;-;0,93;8,98;29,9
11100;Sauce barbecue, préemballée;136;0,56;30,3;0,6
11104;Sauce soja, préemballée;45,5;7,08;3,64;0,1
11108;Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile), préemballée;-;0,53;4,54;52,8
11109;Sauce vinaigrette allégée en MG (25 à 50% d'huile), préemballée;-;< 0,5;2,39;26,4
11110;Sauce vinaigrette (50 à 75% d'huile), préemballée;-;0,54;4,56;52,4
11112;Harissa (sauce condimentaire), préemballée;-;2,72;7,3;2,9
11120;Sauce bourguignonne, préemballée;-;1,25;7,85;43,9
11157;Sauce moutarde, préemballée;-;1,66;3,3;22,8
11166;Sauce au yaourt;-;3,64;5,04;6,91
11167;Sauce américaine, préemballée;-;1,42;9,48;41,8
11168;Sauce aïoli, préemballée;-;1,13;4,7;41
11187;Sauce crudités ou Sauce salade, préemballée;-;0,86;5,3;30,9
11194;Sauce Nuoc Mâm ou Sauce au poisson, préemballée;81,2;9,3;10,9;0
11196;Sauce burger, préemballée;-;1,06;13,3;33,8
11198;Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée;-;0,76;7,26;14,3
11203;Sauce kebab, préemballée;-;1,1;9,15;27,6
11205;Sauce rouille, préemballée;-;1,1;1;41,4
11212;Sauce au poivre, condimentaire, froide, préemballée;-;0,69;5,8;49,3
11213;Sauce froide (aliment moyen);;0,86;5,73;31,6
11215;Caviar de tomates;218;2,19;6,8;19,2
11216;Sauce soja sucrée, préemballée;-;2,88;-;< 0,5
11217;Sauce pour nems à base de nuoc-mam dilué, préemballée;135;1,38;31,2;< 0,5
11219;Sauce végétale type bolognaise, préemballée;68;3,56;5,05;3
11301;Sauce teriyaki, préemballée;-;3,82;16;1,06
19863;Tzatziki, à base yaourt, préemballé;-;6,19;3,8;10,9
19864;Tzatziki, à base fromage frais, préemballé;-;6,87;3,28;11,1
25620;Guacamole, préemballé;-;2,18;5,85;16,5
25621;Houmous, préemballé;-;8,2;7,1;23,9
25624;Caviar d'aubergine, préemballé;-;0,71;4,3;21
11101;Sauce béchamel, préemballée;-;2,56;6,2;7,4
11102;Sauce béarnaise, préemballée;-;0,88;4,52;47,7
11105;Sauce hollandaise, préemballée;-;1,19;4,58;19,8
11107;Sauce tomate aux oignons, préemballée;-;1,52;7,69;4,18
11111;Sauce armoricaine, préemballée;-;2,1;3,95;6,6
11114;Sauce tomate à la viande ou Sauce bolognaise, préemballée;-;4,22;7,27;4,81
11115;Sauce au poivre vert, préemballée;-;1,3;5,3;6,1
11121;Sauce madère, préemballée;-;0,6;3,6;2,2
11122;Sauce à l'échalote à la crème, préemballée;-;1,7;11,9;5,53
11128;Sauce carbonara, préemballée;-;5,17;4,7;12,8
11129;Sauce chasseur, préemballée;-;1,21;4,66;1,61
11132;Sauce au curry, préemballée;77,4;1,02;10,6;3,16
11140;Sauce au beurre blanc, préemballée;-;1,13;3,4;21,4
11143;Sauce béchamel, maison;-;3,84;8,97;10,6
11158;Sauce au beurre, préemballée;-;2,2;5,2;17,9
11159;Sauce à la crème;-;1,08;5,9;5,55
11160;Sauce aux champignons, préemballée;-;3,2;6,3;6,26
11161;Sauce à la crème aux épices;-;1,16;6,2;5,75
11162;Sauce à la crème aux herbes;-;1,09;5,5;5,49
11163;Sauce aigre douce, préemballée;-;0,55;20,1;0,2
11164;Sauce au vin rouge;-;0,81;7;2,22
11170;Sauce basquaise ou Sauce aux poivrons, préemballée;63,1;1,17;7,41;2,71
11177;Sauce tomate aux champignons, préemballée;-;1,79;7,78;2,68
11178;Sauce tomate aux olives, préemballée;-;1,41;7,5;7,32
11179;Sauce pesto, préemballée;370;3,94;6,6;35,4
11182;Sauce au poivre, chaude, préemballée;-;1;4,8;14,8
11189;Sauce au fromage pour risotto ou pâtes, préemballée;-;3,11;4,24;9,53
11191;Sauce au roquefort, préemballée;-;2,85;4,4;10,9
11192;Sauce aux champignons et à la crème, préemballée;-;1,38;6,2;5
11199;Sauce grand veneur, préemballée;-;1,5;8,45;7
11202;Sauce indienne type tandoori ou tikka masala, préemballée;-;2,6;14,3;1,7
11207;Sauce tomate aux petits légumes, préemballée;-;1,54;7,57;2,9
11208;Sauce tomate au fromage, préemballée;-;3,94;8,09;14,2
11210;Sauce pesto rosso, préemballée;-;4,8;8,58;27
11218;Sauce chaude (aliment moyen);;2,66;7,03;7,45
11302;Sauce à l'oseille, préemballée;-;1,3;1,7;15
25600;Céleri rémoulade, préemballé;113;0,94;3,14;10,2
51502;Meloukhia, sauce, artisanale;-;1,13;0,2;21
11300;Sauce au chocolat, préemballée;277;3,8;26,2;16,8
39700;Crème anglaise, préemballée;105;3,44;16,7;2,5
11004;Cornichon, au vinaigre;19,4;1,06;0,78;< 0,6
11013;Moutarde;152;6,92;4,33;11,2
11018;Vinaigre;22,6;0,04;0,62;0,1
11021;Moutarde à l'ancienne;142;6,6;2,2;9,9
11040;Câpres, au vinaigre;-;2,18;3,5;0,86
11043;Tapenade;-;1,3;2,6;23
11055;Oignon au vinaigre;-;0,56;2,5;0,2
11090;Vinaigre de cidre;-;0;0,93;0
11091;Vinaigre balsamique;125;0,69;25,8;< 0,6
11097;Cornichon, aigre-doux;36;1,25;5;0,35
11220;Vinaigre de vin rouge;21,6;< 0,5;traces;0
13032;Olive noire, en saumure, égouttée;-;1,38;< 0,1;17,2
13033;Olive verte, en saumure, égouttée;155;1,31;traces;15,7
13131;Olive noire, à l'huile (à la grecque);332;2,19;< 0,1;33,3
13147;Olives vertes, fourrées ou farcies (anchois, poivrons, etc.);-;2,09;0,61;15,2
13184;Olive (aliment moyen);162;1,39;0,043;16,5
13186;Olive noire (aliment moyen);;1,49;0,05;19,5
11001;Bouillon de boeuf, déshydraté;240;10,2;19,7;13,3
11169;Fond de veau pour sauces et cuisson, déshydraté;343;8,5;59,5;7,4
11171;Fond de volaille pour sauces et cuisson, déshydraté;341;7,4;66,3;4,9
11172;Court-bouillon pour poissons, déshydraté;260;5;7;23
11174;Bouillon de volaille, déshydraté;233;11,3;20,8;11,5
11175;Gelée au madère, déshydratée;248;44,5;17;0,2
11176;Gelée au madère;11,3;2;0,8;0,01
11304;Fond de veau, préemballé;40,9;3,15;2,4;2,05
25525;Pizza, sauce garniture pour;38,5;2,12;3,2;0,73
25918;Bouillon de viande et légumes type pot-au-feu, déshydraté;213;10,3;17,7;11,1
25970;Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté;212;11,6;28,9;5,4
25971;Bouillon de viande et légumes type pot-au-feu, dégraissé, déshydraté;197;10,8;30,9;3,1
11017;Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme);0;0;0;0
11044;Sel au céleri;49;1,81;4,14;2,53
11058;Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme);0;0;0;0
11082;Fleur de sel, non iodée, non fluorée;0;0;0;0
11083;Sel marin gris, non iodé, non fluoré;0;0;0;0
11096;Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme);0;0;0;0
11005;Curry, poudre;301;14,5;2,63;14
11006;Gingembre, poudre;335;8,98;58,3;4,24
11015;Poivre noir, poudre;330;13,3;39,5;7,5
11019;Poivre blanc, poudre;310;11,4;48,3;2,11
11025;Cannelle, poudre;243;3,87;27,5;1,22
11026;Coriandre, graine;346;12,4;13;17,8
11039;Safran;352;11,4;61,5;5,85
11042;Cumin, graine;427;17,8;33,7;22,3
11048;Noix de muscade;507;5,3;28,5;36,3
11049;Paprika;319;14,1;19,1;12,9
11052;Clou de girofle;335;5,97;31,6;13
11053;Laurier, feuille;353;7,61;48,6;8,36
11056;Quatre épices;348;6,09;50,5;8,69
11057;Vanille, gousse;-;-;-;-
11061;Pavot, graine;551;19,7;13,7;43,1
11064;Carvi, graine;334;19,8;11,9;14,6
11065;Vanille, extrait alcoolique;240;0,05;2,41;0
11066;Fenouil, graine;326;15,7;12,5;14,9
11074;Gingembre, racine crue;32,9;1,1;3,4;1,1
11075;Cardamome, poudre;321;10,8;40,5;6,7
11077;Fenugrec, graine;350;27,1;33,8;6,41
11081;Epice (aliment moyen);346;12,3;37,7;10,4
11088;Poivre de Cayenne ou piment de Cayenne;376;12;29,4;17,3
11089;Curcuma, poudre;291;9,68;44,4;3,25
11098;Vanille, extrait aqueux;57,7;0,03;14,4;0
11000;Ail, cru;111;5,31;18,6;< 0,5
11002;Cerfeuil, frais;39,9;3,72;3,63;0,6
11003;Ciboule ou Ciboulette, fraîche;29,7;2,57;2,1;0,52
11014;Persil, frais;43;3,71;3,48;0,63
11016;Raifort, cru;-;7,5;13;0,7
11027;Menthe, fraîche;57,6;3,52;5,3;0,84
11033;Basilic, frais;34,8;3,35;2,55;0,47
11068;Romarin, frais;121;3,31;6,6;5,86
11069;Sauge, fraîche;36,7;4;0,97;< 0,5
11070;Thym, frais;107;5,56;10,5;1,68
11080;Herbes aromatiques fraîches (aliment moyen);49,4;3,58;4,15;0,8
11092;Estragon, frais;44;3,8;4,1;traces
11093;Aneth, frais;48,2;3,93;3,9;1,1
11094;Coriandre, fraiche;22,3;2,13;0,87;0,52
11306;Ail, rôti/cuit au four;127;5,56;23,8;< 0,5
11307;Ail, sauté/poêlé, sans matière grasse;130;6;22;0,4
11023;Ail séché, poudre;344;16,7;62,8;0,77
11024;Persil, séché;291;29;16,8;5,34
11029;Menthe, séchée;283;19,9;22,2;6,03
11032;Basilic, séché;244;23;10,1;4,07
11034;Marjolaine, séchée;276;12,7;20,3;7,04
11035;Origan, séché;265;9;26,4;4,28
11036;Romarin, séché;328;4,88;21,5;15,2
11037;Sauge, séchée;320;10,6;20,4;12,8
11038;Thym, séché;285;9,11;26,9;7,43
11060;Herbes de Provence, séchées;283;11,5;23;7,2
11062;Sarriette, séchée;264;6,73;23;5,91
51500;Meloukhia, feuilles de corète séchées, en poudre;239;23;12,7;1,8
