alim_nom_fr;Energie (kcal/100 g);Protéines (g/100 g);Glucides (g/100 g);Lipides (g/100 g)
Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen);532,180;0,28;0,24;58,9
Tarama, préemballé;532,960;6,75;3,19;54,8
Foie gras, canard, entier, cuit;534,320;8,41;2,32;54,6
Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux;534,420;0,000;0,18;59,3
Biscuit apéritif, crackers, garni ou fourré, au fromage;530,200;13,8;46,3;32,2
Chocolat au lait, tablette;529,600;7,5;55,6;30,8
Gaufrette, fourrée vanille, préemballée;534,300;5,75;60,1;30,1
Poire Williams, pulpe, crue;46,000;0,000;11,5;0,000
Tofu soyeux, préemballé;50,500;4,57;1,53;2,9
Ananas, pulpe, cru;46,800;0,000;11,7;0,000
Macédoine de légumes, surgelée, pré-cuite (à recuire);43,640;3,48;6,8;0,28
Pomme Gala, pulpe, crue;47,600;0,000;11,9;0,000
Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG;51,820;4,53;8,29;0,06
Pomme Golden, pulpe, crue;46,800;0,000;11,7;0,000
Plat légumes, avec féculent et viande/poisson, dès 8-12 mois;50,070;2,8;6,77;1,31
Mélange apéritif de graines (non salées) et raisins secs;512,000;12,5;31,8;37,2
Chips de pommes de terre nature ou aromatisées, standard;535,780;5,67;51,1;34,3
Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux;545,400;0,000;0,000;60,6
Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal;547,200;0,000;0;60,8
Soupe aux lentilles, préemballée à réchauffer;51,440;3,74;6,6;1,12
Cerise, dénoyautée, crue;55,240;0,81;13;0,000
Lait fermenté à boire, nature, au lait entier;50,280;3,38;1,99;3,2
Beurre à 60-62% MG, à teneur réduite en matière grasse, doux;550,440;0,56;0,7;60,6
Barres ou confiserie chocolatées au lait;546,400;8,75;50,9;34,2
Pavot, graine;521,500;19,7;13,7;43,1
Crêpe dentelle (pour apéritif) au fromage, préemballée;552,800;9,3;48,8;35,6
Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel;554,600;0,9;0,5;61
Chocolat, en tablette (aliment moyen);537,340;7,81;45,3;36,1
Dessert au soja, aux amandes, fermenté, préemballé;51,200;3,65;2,85;2,8
Lait de chèvre, entier, UHT;56,430;3,39;4,35;2,83
Boisson au soja et jus de fruits concentrés, préemballée;56,200;2,3;9,5;1
"Purée de pommes, type ""compote sans sucres ajoutés""";51,320;1,13;11,7;0,000
Lait entier, pasteurisé;56,780;3,3;3,47;3,3
Soupe aux pois cassés, préemballée à réchauffer;53,540;2,68;6,25;1,98
Yaourt ou spécialité laitière nature (aliment moyen);55,140;3,88;4,73;2,3
Mélange apéritif de graines salées et raisins secs;531,200;16,6;27,1;39,6
Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;548,560;8,69;40,7;39
Pomme Golden, pulpe et peau, crue;51,200;0,000;12,8;0,000
Lait de chèvre, entier, cru;57,720;3,22;4,01;3,2
Menthe, fraîche;42,840;3,52;5,3;0,84
Myrtille, crue;48,850;0,87;10,6;0,33
Vanille, extrait aqueux;57,720;0,03;14,4;0
Salsifis, bouilli/cuit à l'eau;47,680;2,63;9,29;0,000
Chips de pommes de terre nature ou aromatisées, à l'ancienne;560,080;5,62;49,8;37,6
Panais, cru;50,160;1,54;10,1;0,4
"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés""";53,600;0,000;13,4;0,000
Oeuf, en poudre;582,040;47,9;3,11;42
Plat légumes, avec féculent et viande/poisson, dès 6-8 mois;52,400;3,6;5,9;1,6
Fruit cru (aliment moyen);51,540;0,7;11,6;0,26
Soupe pour bébé légumes, céréales et lait;57,260;1,5;7,19;2,5
Pomme de terre, appertisée, égouttée;55,740;1,47;11,7;0,34
Chocolat noir à 70% cacao minimum, extra, dégustation, tablette;565,900;10,4;26,9;46,3
Café, non instantané, non sucré, prêt à boire;5,562;0,000;1,35;0,018
Pomme Pink lady, pulpe, crue;51,200;0,000;12,8;0,000
Poulpe, cru;59,980;12,9;0,97;0,5
Kiwi, pulpe et graines, cru;52,920;0,88;11;0,6
Boisson au soja, aromatisée, sucrée, non enrichie, préemballée;58,080;2,96;7,24;1,92
Topinambour, cru;56,550;1,94;11,5;0,31
Sirop léger pour poire appertisée;58,400;0,000;14,6;0,000
Champignon, lentin comestible ou shiitaké, cuit;57,420;1,56;12,3;0,22
Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge);60,590;1,28;7,77;2,71
Foie gras de canard, cru;600,000;5,94;1,41;63,4
Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen);608,200;0,16;0,24;67,4
Vermicelle de soja, cuite, non salée;58,500;0,000;14,4;0,1
Légumes (3-4 sortes en mélange), purée;55,360;1,94;4,25;3,4
Noix de cajou, grillée, non salée;587,700;17,4;21,3;48,1
Foie de morue, cru;619,400;5;0,000;66,6
Melon cantaloup (par ex.: Charentais, de Cavaillon) pulpe, cru;63,720;1,13;14,8;0,000
Patate douce, cuite;56,910;1,69;12,2;0,15
Soupe chorba frik, à base de viande et de frik;59,100;3,75;5,4;2,5
Sauce basquaise ou Sauce aux poivrons, préemballée;58,710;1,17;7,41;2,71
Échalote, crue;56,040;1,81;12,2;0,000
Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux;63,110;2,75;10,8;0,99
Noix de cajou, grillée à sec, non salée;604,600;17,4;23,5;49
Matière grasse végétale (type margarine) à 70% MG, doux;631,480;0,13;0,24;70
Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus;61,640;3,84;3,47;3,6
Poire au sirop léger, appertisée, égouttée;59,200;0,000;13,9;0,4
Légumes, mélange surgelé, crus;55,730;2,26;5,71;2,65
Compote de pomme, allégée en sucres;61,120;0,000;15,1;0,08
Lait entier, UHT;65,350;3,32;4,85;3,63
Lait 2e âge, prêt à consommer (préparation pour nourrissons);63,860;1,21;8,23;2,9
Pangasius ou Poisson-chat, cru;65,430;13,5;0,000;1,27
Compote, tout type de fruits, allégée en sucres;61,920;0,000;15,3;0,08
Échalote, sautée/poêlée sans matière grasse;60,800;2;12,3;0,4
Oeuf, jaune (jaune d'oeuf), en poudre;660,480;34,1;2,77;57
Alcool pur;0,000;0;0;0
Lotte ou baudroie, crue;67,060;15,1;0,000;0,74
Huître, sans précision, crue;67,190;8,64;3,86;1,91
Huître creuse, crue;67,190;8,64;3,86;1,91
Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée;63,690;2,63;12,1;0,53
Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois;64,800;1,75;7,7;3
Panais, cuit;61,580;1,32;13,4;0,3
Sauce végétale type bolognaise, préemballée;61,440;3,56;5,05;3
Sole tropicale ou Sole langue, crue;68,020;15,7;0,000;0,58
Écrevisse, crue;68,200;14,8;0,81;0,64
Plat légumes, avec féculent et viande/poisson, dès 18 mois;65,180;2,82;9,02;1,98
Groseille, crue;40,780;1,56;7,06;0,7
Kaki, pulpe, cru;60,720;0,88;14,3;0,000
Moule de Méditerranée, crue;68,910;10,7;2,77;1,67
Jus de raisin, à base de concentré;66,230;0,31;16;0,11
Grenadier (de roche), cru;68,890;15,4;0,000;0,81
Boisson à la châtaigne, nature, préemballée;66,600;0,000;13,5;1,4
Sole, bouillie/cuite à l'eau;69,000;15;0,000;1
Yaourt à la grecque, au lait de brebis;65,920;3,84;4,99;3,4
Jus de raisin, pur jus;66,713;0,25;16,3;0,057
Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard);65,900;3,78;9,5;1,42
Figue, crue;58,760;1,19;13,5;0,000
Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen);66,980;3,65;7,47;2,5
Légumes farcis (sauf tomate);67,000;6,4;3,6;3
Café expresso, non instantané, non sucré, prêt à boire;6,440;0,000;1,16;0,2
Grenouille, cuisse, crue;69,960;16,2;0,66;0,28
Baudroie rousse ou Lotte, crue;70,130;16,7;0,000;0,37
Plat légumes, avec féculent et lait/crème, dès 6-8 mois;66,700;2,38;9,12;2,3
Plat légumes, avec féculent et lait/crème, dès 18 mois;66,200;2,56;8,59;2,4
Lieu ou colin d'Alaska, cru;70,690;16,3;0,000;0,61
Coulirou, cru;70,900;17,5;0,000;0,1
Prune Reine-Claude, crue;69,360;0,94;16,4;0,000
Pomme de terre primeur, sans peau, bouillie/cuite à l'eau;66,960;1,84;14,9;0,000
Plat légumes, avec féculent et lait/crème, dès 12 mois;66,340;2,88;8,53;2,3
Ananas Victoria ou ananas Queen Victoria, pulpe crue, prélevé à La Réunion Ananas comosus (L.) merr var. Queen);64,160;0,94;15,1;0,000
Moule commune, crue;71,940;11,2;2,69;1,82
Lait 1er âge, prêt à consommer (préparation pour nourrissons);71,110;1,21;8,04;3,79
Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé standard);71,350;4,08;9,91;1,71
Sole, frite;72,200;15,8;0,000;1
Églefin, cru;72,350;17,3;0,000;0,35
Matière grasse végétale (type margarine) à 80% MG, salée;720,000;0,000;0,000;80
Matière grasse végétale ou margarine, 80% MG, doux;726,360;0,39;0,3;80,4
Beurre à teneur en matière grasse inconnue (allégé ou non), demi-sel (aliment moyen);726,920;0,73;0,55;80,2
Raisin blanc, à gros grain (type Italia ou Dattier), cru;69,400;0,75;16,6;0,000
Yaourt au lait de chèvre, nature, 5% MG environ;67,880;4,15;1,12;5,2
Empereur, filet, sans peau, cru;73,500;15;0,000;1,5
Écrevisse, cuite;73,740;16,3;0,56;0,7
Pomme de terre vapeur, sous vide;70,200;1,7;15,4;0,2
Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré;70,920;2,98;11,6;1,4
Mangue, pulpe, crue;59,720;0,63;14,3;0,000
Beurre à 80% MG, salé;731,920;0,5;0,68;80,8
Beurre à 80% MG, demi-sel;737,680;0,72;0,55;81,4
Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen);740,220;0,69;0,99;81,5
Porc, bardière découennée, crue;743,840;4,51;0,1;80,6
Poisson blanc à la provençale ou niçoise (sauce tomate), préemballé;70,340;9,31;3,1;2,3
Choucroute, sans garniture, égouttée, cuite;64,920;1,38;0,000;6,6
Flocons d'avoine, bouillis/cuits à l'eau;71,440;2,54;11,9;1,52
Lieu jaune ou colin, cru;75,390;17,7;0,000;0,51
Grenadier bleu ou hoki de Nouvelle-Zélande, cru;75,540;15,6;0,000;1,46
Boisson infantile lactées aux fruits pour le goûter dès 4/6 mois (sans céréales);72,400;1,85;10,4;2,6
Plat légumes, avec féculent et viande/poisson, dès 12 mois;71,900;2,5;8,95;2,9
Beurre à 82% MG, doux;752,500;0,7;0,9;82,9
Beurre à 82% MG, doux, tendre;755,400;0,7;0,5;83,4
Frik (blé dur immature concassé), cuit, non salé;68,480;2,04;14;0,48
Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau;70,040;1,81;15,7;0,000
Spécialité à base de crème légère 8% MG, fluide ou épaisse;72,820;3,25;5,28;4,3
Seiche, crue;76,290;16,2;0,51;1,05
Pomme de terre nouvelle, crue;73,820;1,88;15,9;0,3
Dessert végétal sans soja (coco, riz), aux fruits, sucré, enrichi en calcium, fermenté, préemballé;73,000;0,000;16;1
Mirabelle, crue;74,520;0,63;18;0,000
Fromage blanc nature, 3% MG environ;75,300;8,03;3,46;3,26
Lotte de rivière, crue;77,140;17,8;0,000;0,66
Calmar ou calamar ou encornet, cru;76,990;14,4;2,17;1,19
Poisson blanc à l'estragon, préemballé;77,200;8,8;4,2;2,8
Sole, crue;77,400;18;0,000;0,6
Sauce au curry, préemballée;74,920;1,02;10,6;3,16
Pot-au-feu, préemballé;74,580;10,9;3,2;2,02
Polenta ou semoule de maïs, cuite, non salée;73,120;1,38;16,9;0,000
Plat légumes, avec féculent et lait/crème, dès 8-12 mois;72,300;2,1;8,1;3,5
Cabillaud, cru;77,530;18,1;0,000;0,57
Escargot, cru;77,840;16,1;1,29;0,92
Lécithine de soja;779,000;0;8;83
Merlu blanc du Cap, surgelé, cru;78,080;16,1;0,000;1,52
Dessert au soja, aux fruits, sucré, non enrichi, fermenté, préemballé;72,540;3,31;11;1,7
Chop suey (porc ou poulet), préemballé;78,200;5;7,8;3
Sole, rôtie/cuite au four;78,010;15,7;0,000;1,69
Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit;79,000;17,5;0,000;1
Raisin Chasselas, cru;75,100;0,75;16,9;0,5
Crème dessert, allégée en MG, rayon frais;75,860;3,64;12,4;1,3
Merlan, cru;79,430;18,8;0,000;0,47
Fruits de mer, cuits, surgelés;79,450;13,5;2,83;1,57
Lingue bleue ou Lingue, crue;79,560;18,9;0,000;0,44
Patate douce, purée, cuisinée à la crème;70,800;1,1;12,1;2
Poisson blanc à la parisienne (sauce aux champignons), préemballé;77,890;9,16;3;3,25
Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules), préemballé;80,000;11,5;2,2;2,8
Escargot, sans matière grasse ajoutée, cuit;79,920;16,6;0,23;1,4
Compote ou assimilé, tout type de fruits, teneur en sucre (allégée en sucres ou non, sans sucres ajoutés...) inconnue (aliment moyen);76,750;0,25;18,6;0,15
Petits pois, bouillis/cuits à l'eau;70,640;6,38;9,93;0,6
Pomme de terre, bouillie/cuite à l'eau;77,060;1,8;16,7;0,34
Pomme de terre, sans peau, crue;75,060;2,16;16,2;0,18
Clam, Praire ou Palourde, cru;80,490;11,5;2,66;2,65
Grenade, pulpe et pépins, crue;73,760;1,44;14,3;1,2
Limande-sole, crue;80,600;17;0,000;1,4
Limande, crue;80,850;18,3;0,000;0,85
Julienne ou Lingue, crue;80,760;19,2;0,000;0,44
Litchi, pulpe, cru;68,920;1,13;16,1;0,000
Poêlée de légumes assaisonnés sans champignon, surgelée, crue;74,730;2,6;12,1;1,77
Sauce Nuoc Mâm ou Sauce au poisson, préemballée;80,800;9,3;10,9;0
Lieu ou colin d'Alaska, fumé;81,300;18,3;0;0,9
Pecten d'Amérique ou Peigne du canada, noix, crue;81,180;17,3;1,78;0,54
Petits pois, appertisés, égouttés;70,480;5,12;10,7;0,8
Tripes, boeuf, crues;81,610;12,1;0;3,69
Tacaud, cru;81,770;19,7;0,000;0,33
Topinambour, cuit;77,500;1,8;16;0,7
Lard gras, cru;809,980;2,92;0;88,7
Merlu, filet, surgelé, cru;82,000;15,1;0,000;2,4
Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé;80,330;6,09;10,1;1,73
Potée auvergnate (chou et porc);77,500;6;3,7;4,3
Sang, boeuf, cru;82,280;19,5;0,8;0,12
Vin rouge;10,800;0,07;2,63;0
Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois;80,430;2,14;11,6;2,83
Perche, crue;82,310;17,9;0,000;1,19
Mérou, cru;82,140;18,6;0,000;0,86
Lieu noir, surgelé, cru;82,530;19,8;0,000;0,37
Perche du Nil, crue;82,520;19,1;0,000;0,68
Bar commun ou loup, cru, sans précision;82,700;19,1;0,000;0,7
Lieu noir, cru;82,400;18,8;0,000;0,8
Merlu, cru;82,550;17,6;0,000;1,35
Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré;79,970;3,09;13,1;1,69
Fève, bouillie/cuite à l'eau;76,840;8,06;9,35;0,8
Sandre, cru;82,920;18,3;0,000;1,08
Coquille Saint-Jacques, noix et corail, crue;82,910;17;0,78;1,31
Coquille Saint-Jacques, noix, crue;83,760;17,9;1,15;0,84
Brochet, cru;83,660;18,8;0,000;0,94
Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois;80,620;1,98;12,1;2,7
Faisselle, 6% MG environ;81,660;4,47;3,57;5,5
Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois;81,040;2,36;11,6;2,8
Yaourt, lait fermenté ou spécialité laitière, nature, sucré;81,470;3,48;12,5;1,95
Boeuf bourguignon;82,100;8,93;4,17;3,3
Églefin, grillé/poêlé;84,950;20;0,000;0,55
Éperlan, cru;85,300;17,5;0,000;1,7
Turbot, cru;85,550;17,9;0,000;1,55
Homard, cru;85,710;17,9;0,94;1,15
Boisson infantile céréales lactées pour le petit déjeuner;84,410;1,9;12,7;2,89
Rognon, veau, cru;86,040;16;0,2;2,36
Patate douce, crue;80,590;1,51;18,3;0,15
Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois;84,340;2,23;12,6;2,78
Boisson infantile céréales lactées (aliment moyen);84,300;2,22;12,6;2,78
Saint-Pierre, cru;86,800;19,9;0,000;0,8
Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, préemballé;83,260;2,74;12,9;2,3
Langouste, crue;87,140;17,7;1,07;1,34
Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake;86,080;6,19;10,2;2,28
Corb, cru;87,200;20;0,000;0,8
Rascasse, crue;87,570;18,9;0,000;1,33
Fromage blanc nature ou aux fruits (aliment moyen);89,910;7,1;5,68;4,31
Lait de poule, sans alcool;88,110;4,55;8,05;4,19
Carrelet ou plie, cru;88,460;20;0,000;0,94
Pétoncle ou Peigne du Pérou, noix, crue;88,700;17,5;3,1;0,7
Pomme de terre, purée, avec lait et beurre, non salée;85,960;1,89;14,2;2,4
Mangue José, pulpe, crue, prélevée à La Réunion (Mangifera indica L.);84,700;0,75;19,3;0,5
Fromage frais type petit suisse, nature, 4% MG environ;87,160;9,95;2,84;4
Joëls (petits poissons entiers) pour friture, crus;88,900;17,5;0,000;2,1
Huile d'argan ou d'argane;888,300;0;0;98,7
Églefin, cuit à la vapeur;89,000;20,9;0,000;0,6
Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré;85,880;3,42;12,2;2,6
Vermicelle de riz, cuite, non salée;86,120;1,43;20,1;0,000
Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits (aliment moyen);86,550;3,32;12,4;2,63
Pomme de terre, rôtie/cuite au four;85,170;2,5;18,5;0,13
Sébaste du nord, ou grand sébaste, ou dorade sébaste, ou daurade sébaste, crue;89,600;18,8;0,000;1,6
Langoustine, crue;89,630;19,1;1,53;0,79
Raie, crue;89,830;21,4;0,000;0,47
Bar ou loup de l'Atlantique, cru;89,890;16,6;0,000;2,61
Crevette grise, cuite;89,880;18,3;1,47;1,2
Huile combinée (mélange d'huiles);895,500;0;0;99,5
Saindoux;895,500;0;0;99,5
Graisse de poulet;898,200;0;0;99,8
Graisse de canard;898,200;0;0;99,8
Graisse d'oie;898,200;0;0;99,8
Graisse de dinde;898,200;0;0;99,8
Matière grasse ou graisse végétale solide (type margarine) pour friture;898,200;0,000;0;99,8
Bouillon de boeuf, déshydraté reconstitué;9,070;0,6;1,33;0,15
Kombucha, préemballé;5,800;0,000;1,45;0,000
Bogue, crue;89,870;17,9;0,000;2,03
Capelan, cru;90,190;18,7;0,000;1,71
Dessert lacté infantile type crème dessert;86,380;3,32;11,3;3,1
Raisin noir Muscat, cru;82,760;0,69;20;0,000
Limande-sole, cuite à la vapeur;90,030;17,4;0,000;2,27
Fromage frais type petit suisse, aromatisé ou aux fruits, 2-3% MG, enrichi en calcium et vitamine D;86,260;5,74;10,2;2,5
Banane, pulpe, crue;83,040;1,06;19,7;0,000
Substitut de repas hypocalorique, prêt à boire;90,810;6,79;10,4;2,45
Couscous à la viande ou au poulet, préemballé, allégé;86,700;5,9;11,5;1,9
Poisson blanc à la sauce moutarde, préemballé;90,800;9,2;5,4;3,6
Panais, cuit à l'étouffée;78,660;1,94;16,6;0,5
Homard, bouilli/cuit à l'eau;90,720;19,6;0,11;1,32
Huile ou beurre de cacao;900,000;0;0;100
Huile ou graisse de coco (coprah), sans précision;900,000;0;0;100
Huile ou graisse de coco (coprah), raffinée;900,000;0;0;100
Huile ou beurre de karité;900,000;0;0;100
Huile pour friture, sans précision;900,000;0;0;100
Huile de palme, sans précision;900,000;0;0;100
Huile de palme raffinée;900,000;0;0;100
Huile ou graisse de palmiste, sans précision;900,000;0;0;100
Huile végétale (aliment moyen);899,940;0,21;0;99,9
Huile d'amandes d'abricot;900,000;0;0;100
Huile d'amande;900,000;0;0;100
Huile d'arachide;899,100;0,000;0;99,9
Huile d'avocat;900,000;0;0;100
Huile de germe de blé;900,000;0;0;100
Huile de carthame;900,000;0;0;100
Huile de colza;900,000;0;0;100
Huile de coton;900,000;0;0;100
Huile de lin;900,000;0;0;100
Huile de maïs;900,000;0;0;100
Huile de noisette;900,000;0;0;100
Huile de noix;900,000;0;0;100
Huile d'olive vierge extra;899,100;0,000;0;99,9
Huile de pavot;900,000;0;0;100
Huile de pépins de raisin;900,000;0;0;100
Huile de son de riz;900,000;0;0;100
Huile de sésame;900,000;0;0;100
Huile de soja;900,000;0;0;100
Huile combinée, mélange d'huile d'olive et de graines;900,000;0;0;100
Huile de foie de morue;900,000;0;0;100
Huile de sardine;900,000;0;0;100
Huile de saumon;900,000;0;0;100
Huile de hareng;900,000;0;0;100
Huile de tournesol;900,000;0,000;0;100
Raviolis aux légumes, sauce tomate, appertisés;87,570;2,88;13,5;2,45
Turbot sauvage, cru;91,660;17,2;0,000;2,54
Tilapia, cru;91,570;18,1;0,000;2,13
Raviolis au tofu, à la sauce tomate, préemballés;86,820;3,13;12,5;2,7
Pomme de terre, purée (aliment moyen);88,490;2,11;12,7;3,25
Pomme de terre, sans peau, rôtie/cuite au four;89,140;1,96;20,1;0,1
Lait gélifié aromatisé, nappé caramel, rayon frais;88,700;2,55;16,7;1,3
Moules marinières (oignons et vin blanc);91,080;10,3;7,43;2,24
